% Model,Untitled.mph
% Version,COMSOL 5.5.0.359
% Date,"Dec 4 2020, 22:43"
% Table,Table 2 - Global Evaluation 1
% v_f,E_m (GPa),G_m (GPa),E1_f (GPa),G12_f (GPa),loadcase,group.cp11,group.cp22,group.cp33,group.cp12,group.cp23,group.cp13,Resin Young's modulus (Pa),Resin shear modulus (Pa),"Fiber Young's modulus, 11 direction (Pa)","Fiber shear modulus, 12 direction (Pa)","Elasticity matrix, 11 component (N/m^2)","Elasticity matrix, 22 component (N/m^2)","Elasticity matrix, 44 component (N/m^2)"
0.35,7.95,2.44,74,14,1,1,0,0,0,0,0,7.95E9,2.44E9,7.4E10,1.4E10,3.1067209311656456E10,1.3736983519583252E10,5.906812674793189E9
0.2,7.250000000000001,1.7100000000000002,122.00000000000001,11,1,1,0,0,0,0,0,7.25E9,1710000000,1.22E11,1.1E10,3.0198592499877373E10,1.0020493461967657E10,4.438377203233674E9
0.73,5.24,3.1700000000000004,133,16,1,1,0,0,0,0,0,5.24E9,3.17E9,1.33E11,1.6E10,9.850455450931818E10,3.2679793260434746E10,9.066496762333445E9
0.38,7.5200000000000005,1.29,148,11,1,1,0,0,0,0,0,7.52E9,1290000000,1.48E11,1.1E10,6.0901728716431274E10,1.4781859924899546E10,5.486166377887137E9
0.6,8.22,4.4,140,49,1,1,0,0,0,0,0,8.220000000000001E9,4.4E9,1.4E11,4.9E10,8.728745845316092E10,2.737109273306033E10,1.309817292386971E10
0.37,5.45,4.49,91,12,1,1,0,0,0,0,0,5.45E9,4.49E9,9.1E10,1.2E10,3.710310196711333E10,1.0363843509931412E10,4.386161900211253E9
0.08,5.25,3.83,128,26,1,1,0,0,0,0,0,5.25E9,3.83E9,1.28E11,2.6E10,1.5068096840505627E10,5.966910664930887E9,2.992192425196912E9
0.54,8.33,1.9200000000000002,61.00000000000001,44,1,1,0,0,0,0,0,8.33E9,1920000000,6.1E10,4.4E10,3.677160520243198E10,1.9690464662001076E10,1.11140166690811E10
0.43,5.49,3.41,137,12,1,1,0,0,0,0,0,5.49E9,3.41E9,1.37E11,1.2E10,6.203858888821596E10,1.2256581960143198E10,4.786137191512212E9
0.35,7.49,4.18,128,15.000000000000002,1,1,0,0,0,0,0,7.49E9,4.1799999999999995E9,1.28E11,1.5E10,4.966796961864009E10,1.3703602729397425E10,5.742146068334997E9
0.14,6.73,2.97,118.00000000000001,27,1,1,0,0,0,0,0,6.73E9,2.97E9,1.18E11,2.7E10,2.2306844735172382E10,8.406686343751971E9,4.1884789090697694E9
0.17,5.300000000000001,2.1,80,35,1,1,0,0,0,0,0,5.3E9,2100000000,8.0E10,3.5E10,1.7998221276753643E10,6.932473381618227E9,3.556969156325194E9
0.5,6.5,2.39,72,29.000000000000004,1,1,0,0,0,0,0,6.5E9,2.39E9,7.2E10,2.9E10,3.924977569349274E10,1.5481621526342903E10,7.659663999998321E9
0.41,7.41,3.6500000000000004,66,47,1,1,0,0,0,0,0,7.41E9,3.65E9,6.6E10,4.7E10,3.143159794616559E10,1.4195938625322163E10,7.736015866256202E9
0.36,8.07,2.02,148,40,1,1,0,0,0,0,0,8.07E9,2020000000,1.48E11,4.0E10,5.844416656702824E10,1.5142901539609478E10,7.412755890676499E9
0.67,6.25,1.4300000000000002,104,12,1,1,0,0,0,0,0,6.25E9,1430000000,1.04E11,1.2E10,7.174224032921173E10,2.6039345345677036E10,7.32571864775897E9
0.13,7.86,4.390000000000001,102,14,1,1,0,0,0,0,0,7.86E9,4.39E9,1.02E11,1.4E10,2.00958794692173E10,9.584371635052023E9,4.549157115251707E9
0.24,7.83,2.3200000000000003,88,21,1,1,0,0,0,0,0,7.83E9,2.32E9,8.8E10,2.1E10,2.707030786546688E10,1.1368312240582586E10,5.458611090501522E9
0.22,9.110000000000001,1.52,125.00000000000001,29.000000000000004,1,1,0,0,0,0,0,9.11E9,1520000000,1.25E11,2.9E10,3.4604236471998665E10,1.2924594744270687E10,6.294705682885203E9
0.43,5.5,2.35,147,12,1,1,0,0,0,0,0,5.5E9,2.35E9,1.47E11,1.2E10,6.6344234866239655E10,1.2336474525312025E10,4.792369529551164E9
0.26,7.2700000000000005,1.6,125.00000000000001,33,1,1,0,0,0,0,0,7.27E9,1600000000,1.25E11,3.3E10,3.7879017067342896E10,1.1198189411332151E10,5.5514993348447E9
0.65,6.670000000000001,1.5,66,50,1,1,0,0,0,0,0,6.67E9,1500000000,6.6E10,5.0E10,4.523423587075956E10,2.2396112510500885E10,1.3126768265777548E10
0.15,7.24,1.8900000000000001,109,32,1,1,0,0,0,0,0,7.24E9,1890000000,1.09E11,3.2E10,2.2503063976136612E10,9.159095838266827E9,4.603201264863094E9
0.41,8.59,2.3600000000000003,114,12,1,1,0,0,0,0,0,8.59E9,2.36E9,1.14E11,1.2E10,5.180755654144455E10,1.7342576085098347E10,6.365838332016987E9
0.23,5.29,3.3800000000000003,119.00000000000001,18,1,1,0,0,0,0,0,5.29E9,3.38E9,1.19E11,1.8E10,3.144263104115007E10,7.793797307900463E9,3.7375175243239083E9
0.75,9.05,3.2600000000000002,90,17,1,1,0,0,0,0,0,9.05E9,3.26E9,9.0E10,1.7E10,6.976236280881416E10,4.190468360888303E10,1.1944080689962433E10
0.72,5.08,3.66,119.00000000000001,26,1,1,0,0,0,0,0,5.08E9,3.66E9,1.19E11,2.6E10,8.710212743003757E10,2.9322211775936634E10,1.1212695526883692E10
0.45,5.7700000000000005,2.07,144,13,1,1,0,0,0,0,0,5.77E9,2.0699999999999998E9,1.44E11,1.3E10,6.7972717784742096E10,1.3501803318626165E10,5.219181977431892E9
0.1,9.14,4.75,128,32,1,1,0,0,0,0,0,9.14E9,4.75E9,1.28E11,3.2E10,2.1023746488084698E10,1.0646336621014853E10,5.311495255141815E9
0.59,7.3100000000000005,3.7100000000000004,146,11,1,1,0,0,0,0,0,7.31E9,3.71E9,1.46E11,1.1E10,8.913653953218192E10,2.4228890793485287E10,6.765830072101906E9
0.68,9.83,3.1700000000000004,104,10,1,1,0,0,0,0,0,9.83E9,3.17E9,1.04E11,1.0E10,7.386534617411494E10,3.660340044341904E10,7.911928814961196E9
0.38,9.18,4.71,106,9,1,1,0,0,0,0,0,9.18E9,4.71E9,1.06E11,9.0E9,4.597113735388991E10,1.7191500356083416E10,5.882241833015908E9
0.37,9.31,1.81,53,27,1,1,0,0,0,0,0,9.31E9,1810000000,5.3E10,2.7E10,2.5475096736180817E10,1.5447915544659252E10,7.959216570833147E9
0.24,7.82,3.83,95,35,1,1,0,0,0,0,0,7.82E9,3.83E9,9.5E10,3.5E10,2.874266484072871E10,1.1408421577166094E10,5.767271753402956E9
0.42,8.45,1.51,66,28,1,1,0,0,0,0,0,8.449999999999999E9,1510000000,6.6E10,2.8E10,3.2620696068583683E10,1.6133375976407427E10,8.048058450191942E9
0.29,5.87,1.28,85,50,1,1,0,0,0,0,0,5.87E9,1280000000,8.5E10,5.0E10,2.8817113062348694E10,9.463200891365091E9,4.979271277912458E9
0.65,8.73,1.0700000000000003,119.00000000000001,44,1,1,0,0,0,0,0,8.73E9,1.0700000000000001E9,1.19E11,4.4E10,8.040500908524141E10,3.2280280684328293E10,1.5204300343858488E10
0.27,5.62,3,144,18,1,1,0,0,0,0,0,5.62E9,3.0E9,1.44E11,1.8E10,4.298164430358217E10,8.969419147400301E9,4.191166173999105E9
0.11,8.020000000000001,4.83,109,43,1,1,0,0,0,0,0,8.02E9,4.83E9,1.09E11,4.3E10,1.912569409809588E10,9.48458432637469E9,4.815544516291245E9
0.52,5.8100000000000005,1.4100000000000001,89,35,1,1,0,0,0,0,0,5.81E9,1410000000,8.9E10,3.5E10,4.9068503717021515E10,1.5291666199295717E10,7.61181652054388E9
0.43,7.470000000000001,4,70,33,1,1,0,0,0,0,0,7.47E9,4.0E9,7.0E10,3.3E10,3.435756190541595E10,1.498002933953251E10,7.667350057382548E9
0.65,9.73,1.1700000000000002,148,29.000000000000004,1,1,0,0,0,0,0,9.73E9,1170000000,1.48E11,2.9E10,9.960488442112856E10,3.697343725275957E10,1.3737179802910427E10
0.57,9.620000000000001,4.62,62.00000000000001,43,1,1,0,0,0,0,0,9.62E9,4.62E9,6.2E10,4.3E10,3.947639551247279E10,2.323620576447809E10,1.3173466691807117E10
0.39,8.25,4.09,54,35,1,1,0,0,0,0,0,8.25E9,4.09E9,5.4E10,3.5E10,2.6092275647119743E10,1.4496302008994413E10,7.816807660659773E9
0.19,5.800000000000001,4.78,105,10,1,1,0,0,0,0,0,5.8E9,4.78E9,1.05E11,1.0E10,2.4646844078507965E10,7.897418770035862E9,3.57751664762968E9
0.43,6.3500000000000005,2.24,75,26,1,1,0,0,0,0,0,6.35E9,2.24E9,7.5E10,2.6E10,3.586912881145561E10,1.3169346304851526E10,6.4258247304867935E9
0.07,8.4,3.99,125.00000000000001,8,1,1,0,0,0,0,0,8.4E9,3.99E9,1.25E11,8.0E9,1.6560418026209087E10,9.34380088333833E9,4.387255934697616E9
0.51,7.210000000000001,1.09,143,15.000000000000002,1,1,0,0,0,0,0,7.21E9,1090000000,1.43E11,1.5E10,7.646242566556438E10,1.9137430886348377E10,6.917843056140733E9
0.74,5.510000000000001,2.3400000000000003,112,13,1,1,0,0,0,0,0,5.51E9,2.34E9,1.12E11,1.3E10,8.431241020016286E10,3.3727638403365707E10,8.317939894261385E9
0.39,6.65,2.62,100,43,1,1,0,0,0,0,0,6.65E9,2.62E9,1.0E11,4.3E10,4.3056042214945206E10,1.3056464075666676E10,6.686854665477431E9
0.38,7.33,3.4400000000000004,109,38,1,1,0,0,0,0,0,7.33E9,3.44E9,1.09E11,3.8E10,4.596411419624293E10,1.4086694889971663E10,7.028511028661253E9
0.33,8.66,2.6500000000000004,109,11,1,1,0,0,0,0,0,8.66E9,2.65E9,1.09E11,1.1E10,4.177135301828511E10,1.487863360369263E10,5.783084452420048E9
0.54,8.700000000000001,4.8100000000000005,66,9,1,1,0,0,0,0,0,8.7E9,4.81E9,6.6E10,9.0E9,3.964178807284119E10,2.0726951888990284E10,6.373396498627429E9
0.74,9.18,4.550000000000001,132,46,1,1,0,0,0,0,0,9.18E9,4.55E9,1.32E11,4.6E10,1.0006658109633441E11,4.928803456567193E10,2.1738885329482635E10
0.16,9.75,4.46,95,38,1,1,0,0,0,0,0,9.75E9,4.46E9,9.5E10,3.8E10,2.338916357920285E10,1.2336749637679834E10,6.250658311007103E9
0.48,9.48,3.4000000000000004,70,28,1,1,0,0,0,0,0,9.48E9,3.4E9,7.0E10,2.8E10,3.852923472213359E10,1.998290390638275E10,9.70799453063986E9
0.12,6.15,2.43,104,30.000000000000004,1,1,0,0,0,0,0,6.15E9,2.43E9,1.04E11,3.0E10,1.7889773746688545E10,7.425886657142336E9,3.741081252168999E9
0.67,6.33,4.66,136,8,1,1,0,0,0,0,0,6.33E9,4.66E9,1.36E11,8.0E9,9.32085555296243E10,2.8048540333091248E10,5.796101009765083E9
0.68,9.21,3.97,138,11,1,1,0,0,0,0,0,9.21E9,3.97E9,1.38E11,1.1E10,9.678685285732596E10,3.854800329207674E10,8.219325030390871E9
0.63,9.01,3.5300000000000002,78,49,1,1,0,0,0,0,0,9.01E9,3.53E9,7.8E10,4.9E10,5.247340231570623E10,2.7402844718522427E10,1.5195361514411324E10
0.26,6.5600000000000005,1.02,50,17,1,1,0,0,0,0,0,6.56E9,1020000000,5.0E10,1.7E10,1.7854111119942894E10,9.544066156563784E9,4.681455939846285E9
0.12,5.720000000000001,1.4700000000000002,121.00000000000001,27,1,1,0,0,0,0,0,5.72E9,1470000000,1.21E11,2.7E10,1.9550977085233463E10,6.935129028932377E9,3.4747706697221203E9
0.54,7.9,2.8200000000000003,86,37,1,1,0,0,0,0,0,7.9E9,2.82E9,8.6E10,3.7E10,5.0073711147733765E10,2.0530386748512405E10,1.024419483951319E10
0.21,5.24,3.3400000000000003,119.00000000000001,21,1,1,0,0,0,0,0,5.24E9,3.34E9,1.19E11,2.1E10,2.9128134930396957E10,7.444735615355121E9,3.6441174875284142E9
0.34,5.800000000000001,4.96,139,11,1,1,0,0,0,0,0,5.8E9,4.96E9,1.39E11,1.1E10,5.108684152906155E10,1.061449896566736E10,4.335649448366212E9
0.21,6.4,2.79,138,10,1,1,0,0,0,0,0,6.4E9,2.79E9,1.38E11,1.0E10,3.403430505280274E10,9.078734702689116E9,3.9765328204715695E9
0.16,9.350000000000001,2.77,94,43,1,1,0,0,0,0,0,9.35E9,2.77E9,9.4E10,4.3E10,2.289316947024807E10,1.184711199294461E10,6.055558597855753E9
0.07,7.37,1.1400000000000001,106,20,1,1,0,0,0,0,0,7.37E9,1140000000,1.06E11,2.0E10,1.4272761996516027E10,8.194434108667829E9,4.058586647651323E9
0.35,9.940000000000001,4.17,63.00000000000001,20,1,1,0,0,0,0,0,9.94E9,4.17E9,6.3E10,2.0E10,2.8510766485044106E10,1.6284100607750443E10,7.6288141022387905E9
0.34,8.19,3.8800000000000003,120.00000000000001,6,1,1,0,0,0,0,0,8.189999999999999E9,3.88E9,1.2E11,6.0E9,4.620442755722262E10,1.4521906729136452E10,4.656584757482347E9
0.11,9.100000000000001,1.9900000000000002,83,31.000000000000004,1,1,0,0,0,0,0,9.1E9,1990000000,8.3E10,3.1E10,1.7227458856486908E10,1.0647167508304306E10,5.361483222310776E9
0.3,8.91,3.3600000000000003,149,7,1,1,0,0,0,0,0,8.91E9,3.36E9,1.49E11,7.0E9,5.093592493886136E10,1.4766113853339382E10,5.091359877261132E9
0.06,5.550000000000001,1.0700000000000003,83,35,1,1,0,0,0,0,0,5.55E9,1.0700000000000001E9,8.3E10,3.5E10,1.0196099496192408E10,6.078775676865179E9,3.0746437520596094E9
0.55,5.75,1.81,130,14,1,1,0,0,0,0,0,5.75E9,1810000000,1.3E11,1.4E10,7.408703193414507E10,1.7260668447594776E10,6.210347885114108E9
0.47,7.2700000000000005,4.010000000000001,61.00000000000001,17,1,1,0,0,0,0,0,7.27E9,4.01E9,6.1E10,1.7E10,3.2522782457360058E10,1.5441921470770859E10,6.845711466991921E9
0.34,6.86,1.79,63.00000000000001,18,1,1,0,0,0,0,0,6.86E9,1790000000,6.3E10,1.8E10,2.5947111780332626E10,1.1627691179051075E10,5.497786187942216E9
0.64,8.98,3.72,69,49,1,1,0,0,0,0,0,8.98E9,3.72E9,6.9E10,4.9E10,4.739253691008008E10,2.6845017102066624E10,1.559977594870266E10
0.22,6.140000000000001,2.91,69,42,1,1,0,0,0,0,0,6.14E9,2.91E9,6.9E10,4.2E10,1.9968351974560665E10,8.619676213164343E9,4.51167241332788E9
0.29,5.07,2.62,150,12,1,1,0,0,0,0,0,5.07E9,2.62E9,1.5E11,1.2E10,4.709862488727749E10,8.45764586575095E9,3.716740174618616E9
0.23,7.750000000000001,2.5300000000000002,130,45,1,1,0,0,0,0,0,7.75E9,2.53E9,1.3E11,4.5E10,3.586678082723463E10,1.1293121799415789E10,5.736590859232246E9
0.59,7.640000000000001,4.5600000000000005,52,7,1,1,0,0,0,0,0,7.64E9,4.56E9,5.2E10,7.0E9,3.3812220740699574E10,1.9505251326617455E10,5.428983595603212E9
0.34,5.58,4.27,122.00000000000001,46,1,1,0,0,0,0,0,5.58E9,4.2699999999999995E9,1.22E11,4.6E10,4.516178755504654E10,1.0162693875272718E10,5.20552181210684E9
0.14,8.08,3.27,59.00000000000001,43,1,1,0,0,0,0,0,8.08E9,3.27E9,5.9E10,4.3E10,1.520836286997579E10,9.78890943197074E9,5.100363269677431E9
0.49,8.310000000000002,1.02,76,48,1,1,0,0,0,0,0,8.310000000000001E9,1020000000,7.6E10,4.8E10,4.147787283182857E10,1.8692370360353256E10,1.0103135153345566E10
0.25,8.45,3.9000000000000004,108,20,1,1,0,0,0,0,0,8.449999999999999E9,3.9E9,1.08E11,2.0E10,3.3336863427035183E10,1.258087329140369E10,5.869354823712653E9
0.28,9.32,3.7600000000000002,88,23,1,1,0,0,0,0,0,9.32E9,3.76E9,8.8E10,2.3E10,3.1349836513417725E10,1.428843153846189E10,6.787173069010149E9
0.72,6.0600000000000005,4.24,102,12,1,1,0,0,0,0,0,6.06E9,4.24E9,1.02E11,1.2E10,7.51365704491512E10,3.1138512308272552E10,7.85851602699136E9
0.39,5.86,3,86,48,1,1,0,0,0,0,0,5.86E9,3.0E9,8.6E10,4.8E10,3.711420699871305E10,1.1479146913197624E10,6.045092766263058E9
0.27,7.41,4.13,76,16,1,1,0,0,0,0,0,7.41E9,4.13E9,7.6E10,1.6E10,2.5928826315644543E10,1.1247214251283482E10,5.207568370808139E9
0.7,7.41,3.37,141,20,1,1,0,0,0,0,0,7.41E9,3.37E9,1.41E11,2.0E10,1.0092260378823665E11,3.625247770170169E10,1.1101797104878754E10
0.38,9.3,2.48,73,43,1,1,0,0,0,0,0,9.3E9,2.48E9,7.3E10,4.3E10,3.3505695631211395E10,1.6557134813172485E10,8.772412226764084E9
0.68,9.68,2.7800000000000002,124.00000000000001,47,1,1,0,0,0,0,0,9.68E9,2.78E9,1.24E11,4.7E10,8.741729186617242E10,3.884712239913504E10,1.8190209362312E10
0.2,6.29,2.87,139,31.000000000000004,1,1,0,0,0,0,0,6.29E9,2.87E9,1.39E11,3.1E10,3.2830372304946808E10,8.769811550839571E9,4.372019778144011E9
0.2,5.28,3.29,116.00000000000001,7,1,1,0,0,0,0,0,5.28E9,3.29E9,1.16E11,7.0E9,2.7422641869109043E10,7.360381348168587E9,3.165193039954068E9
0.64,6.420000000000001,4.46,94,35,1,1,0,0,0,0,0,6.42E9,4.46E9,9.4E10,3.5E10,6.247081609814421E10,2.342581214587729E10,1.1149467196710707E10
0.12,5.140000000000001,1.8,60.00000000000001,21,1,1,0,0,0,0,0,5.14E9,1800000000,6.0E10,2.1E10,1.172195188345221E10,6.1512550772601185E9,3.1024281576865306E9
